,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
50,17101223,1710122303,2017,Home in Seattle,King,5 people,4 vehicles,"$100,000 or more","$250,000 or more",Own/paying mortgage,3,12-15 years,Female,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Somewhat unimportant,Somewhat important,Very important,False,25.0,Walk,2.0,0.0,1.5,3.95,1416.5,88525.0,4.757222746335492,0.2222222222222222,School,Lunch
51,17101240,1710124001,2017,Home not in Seattle,Pierce,2 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,65-74 years,Male,Retired,"No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Very important,Neither or N/A,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,Neither or N/A,Somewhat important,True,15.0,SOV,2.0,0.5,2.0,3.95,7094.5,49591.0,2.7932253744297055,0.18181818181818182,Home,Dinner
52,17101240,1710124002,2017,Home not in Seattle,Pierce,2 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,65-74 years,Female,Self-employed,"No, not a student",Vocational/technical training,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Very important,Neither or N/A,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,Neither or N/A,Somewhat important,True,12.5,HOV,1.0,0.0,2.0,2.9,7094.5,49591.0,2.7932253744297055,0.2222222222222222,Escort,Dinner
53,17101250,1710125001,2017,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Somewhat important,Very unimportant,Very important,Very unimportant,Somewhat unimportant,Very important,Very important,False,32.5,Walk,1.0,0.0,1.0,2.6,4470.0,67860.0,4.256480975278458,0.5,Errand/Other,Other
54,17100238,1710023801,2017,Home not in Seattle,Kitsap,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,75-84 years,Male,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,False,27.5,HOV,2.0,0.0,2.0,4.199999999999999,3247.5,53697.0,9.679522644941496,2.0,Shop,Other
55,17100238,1710023802,2017,Home not in Seattle,Kitsap,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,65-74 years,Female,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,False,27.5,HOV,2.0,0.5,1.0,3.55,3247.5,53697.0,9.679522644941496,2.0,Shop,Other
56,17100248,1710024801,2017,Home in Seattle,King,1 person,0 (no vehicles),"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Somewhat important,Very unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,7.0,Walk,6.0,0.0,2.0,4.0,4017.0,67860.0,0.3632193394319821,0.68,Home,Lunch
57,17100255,1710025501,2017,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Somewhat important,Very important,Somewhat unimportant,Very unimportant,Somewhat unimportant,Somewhat important,Very important,False,15.0,Walk,3.0,0.5,1.5,2.5,24673.0,125250.0,4.7535154060414495,1.5,Work,Other
58,17100303,1710030301,2017,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",Other,Other,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very unimportant,Neither or N/A,Somewhat important,Somewhat important,False,11.0,HOV,4.0,0.25,2.0,3.65,2568.0,67087.0,6.9807522583256345,0.21428571428571427,Social/Recreation,Other
59,17100303,1710030302,2017,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)",Full-time student,Associates degree,"Yes, has an intermediate or unrestricted license",Other,Other,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very unimportant,Neither or N/A,Somewhat important,Somewhat important,False,10.0,HOV,3.0,0.0,2.0,3.8,24673.0,125250.0,10.020040403623218,0.08823529411764706,Home,Other
60,17100342,1710034201,2017,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,False,12.5,HOV,2.0,0.0,3.0,4.65,2209.0,82367.0,3.4603312709288607,0.058823529411764705,Social/Recreation,Other
61,17100342,1710034202,2017,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,False,18.0,HOV,5.0,0.375,2.0,4.15,6449.75,89556.0,5.424012858424794,0.25,Home,Other
62,17100410,1710041001,2017,Home in Seattle,King,1 person,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Hispanic,Hispanic,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat important,Very important,Very important,False,11.0,Walk,4.0,0.16666666666666666,1.0,4.25,4470.0,67860.0,0.7134174179477215,0.3,Home,Other
63,17100418,1710041801,2017,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat unimportant,Somewhat important,False,20.0,Walk,2.0,0.0,1.0,3.7,3530.0,26413.0,8.644442782350485,0.5,Social/Recreation,Other
64,17100458,1710045801,2017,Home not in Seattle,King,1 person,1 vehicle,Prefer not to answer,Prefer not to answer,Own/paying mortgage,0,45-54 years,Male,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,3 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Somewhat unimportant,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,False,10.0,HOV,3.0,0.0,2.0,4.300000000000001,13838.5,117900.0,10.565172703115225,0.8,Escort,Dinner
65,17101325,1710132501,2017,Home not in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,False,30.0,SOV,2.0,0.0,1.5,4.35,44785.0,125292.0,2.6705134940932167,0.05405405405405406,Home,Other
66,17101335,1710133501,2017,Home not in Seattle,King,1 person,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"No, does not have a license or permit",Asian,Asian,3 days a week,,,,,,,,,,,,,,,Very important,Neither or N/A,Neither or N/A,Neither or N/A,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,False,10.0,Walk,2.0,0.0,2.0,3.05,24673.0,125250.0,0.7357440854814672,2.0,Work,Dinner
67,17101375,1710137501,2017,Home in Seattle,King,4 people,2 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,2,45-54 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,False,3.0,HOV,2.0,0.0,1.5,2.75,2538.0,89500.0,0.38565303595781314,0.05263157894736842,Home,Dinner
68,17101375,1710137502,2017,Home in Seattle,King,4 people,2 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,2,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,False,8.0,Walk,3.0,0.4,2.0,3.5,4826.0,60349.0,3.896634492836575,0.16129032258064516,Work,Lunch
69,17101375,1710137503,2017,Home in Seattle,King,4 people,2 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,2,5-11 years,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,False,3.0,HOV,2.0,0.0,2.5,4.4,2538.0,89500.0,0.38565303595781314,0.1111111111111111,Home,Dinner
70,17101379,1710137901,2017,Home not in Seattle,King,4 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,2,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Somewhat important,Very important,Very important,Somewhat important,Neither or N/A,Somewhat important,False,15.0,Walk,1.0,0.0,2.0,4.4,37174.0,121478.0,7.031813488392258,0.2,Work,Lunch
71,17101504,1710150401,2017,Home not in Seattle,King,4 people,1 vehicle,"$100,000 or more","$250,000 or more",Own/paying mortgage,2,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,False,5.0,Walk,2.0,0.0,2.0,3.95,21498.0,92656.0,4.8978528833724235,0.5,Work,Lunch
72,17101504,1710150402,2017,Home not in Seattle,King,4 people,1 vehicle,"$100,000 or more","$250,000 or more",Own/paying mortgage,2,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,False,7.5,Walk,4.0,0.25,2.0,3.6500000000000004,11113.25,114891.5,2.6440080024072894,0.6666666666666666,Work,Lunch
73,17101504,1710150404,2017,Home not in Seattle,King,4 people,1 vehicle,"$100,000 or more","$250,000 or more",Own/paying mortgage,2,Under 5 years old,Female,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,False,17.5,HOV,2.0,0.0,2.0,3.9000000000000004,728.5,137127.0,0.3901631214421552,2.0,Home,Breakfast
74,17101619,1710161901,2017,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Very important,Very important,Somewhat important,False,9.5,Walk,1.0,0.0,2.0,3.5,37174.0,121478.0,5.905550468801235,0.16666666666666666,Work,Lunch
75,17101626,1710162601,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Male,Not currently employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Very important,Very important,Very important,Very important,Very important,False,5.5,SOV,4.0,0.25,2.0,3.95,4744.5,71223.5,7.217194093654372,0.125,Social/Recreation,Other
76,17101626,1710162602,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Very important,Very important,Very important,Very important,Very important,False,4.0,Walk,2.0,0.0,2.0,4.4,19622.0,117908.0,3.0554563760806266,0.13333333333333333,Work,Other
77,17100590,1710059001,2017,Home in Seattle,King,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,18-24 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Neither or N/A,Very important,Somewhat important,Very unimportant,Neither or N/A,Very important,Somewhat important,False,16.5,HOV,2.0,0.0,2.0,4.2,6185.0,116968.5,3.3575035670228734,0.11428571428571428,Home,Dinner
78,17100652,1710065201,2017,Home not in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,1,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Missing,Missing,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Somewhat important,Very important,Very important,Very important,Very important,False,7.0,HOV,1.0,0.0,1.0,3.7,2179.5,61314.0,3.3174462513436596,0.02127659574468085,Home,Dinner
79,17100652,1710065202,2017,Home not in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,1,18-24 years,Female,Homemaker,"No, not a student",Bachelor degree,"No, does not have a license or permit",Missing,Missing,,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Somewhat important,Very important,Very important,Very important,Very important,False,11.0,HOV,1.0,0.0,2.0,4.0,2179.5,61314.0,3.3129440987034267,0.037037037037037035,Home,Dinner
80,17100652,1710065203,2017,Home not in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,1,Under 5 years old,Female,,,,,Child,Missing,,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Somewhat important,Very important,Very important,Very important,Very important,False,7.0,HOV,1.0,0.0,2.0,2.5,2179.5,61314.0,3.3174462513436596,0.037037037037037035,Home,Dinner
81,17100663,1710066301,2017,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Neither or N/A,Very unimportant,Somewhat unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,False,12.5,Walk,2.0,0.0,1.5,2.45,44785.0,125292.0,2.4287734691904515,0.6666666666666666,Work,Lunch
